open,close,high,low,volume,timestamp
15985.91,16341.8,16658.3,15550.0,8616.087862510001,1513209600
16342.0,17459.63,18000.0,16301.0,10637.85464414,1513296000
17459.63,19283.81,19777.0,17150.0,7336.443281929999,1513382400
19309.31,18903.39,19875.85,18643.37,9170.20683726,1513468800
18892.21,18862.84,19178.77,17700.0,9044.61330773,1513555200
18862.42,17497.19,18978.91,16800.01,9872.150422929999,1513641600
17470.16,16412.0,17699.99,15701.0,8558.595961959998,1513728000
16570.0,15678.27,17406.2,14808.0,10304.138294420001,1513814400
15678.22,13301.01,15859.4,10994.93,19438.07796446,1513900800
13301.21,13839.37,14910.93,12955.85,8776.241369219999,1513987200
13824.71,13487.19,13885.76,11703.26,9637.470864510004,1514073600
13489.46,13673.17,14135.81,12755.0,6187.08109706,1514160000
13666.93,15749.99,15984.81,13562.71,8887.44065187,1514246400
15743.83,15429.8,16500.0,14511.1,7667.9003433900025,1514332800
15465.0,14255.0,15519.09,13213.54,9691.240622840003,1514419200
14255.0,14387.45,15007.98,13880.0,6740.09268125,1514505600
14382.98,12390.58,14402.3,11800.0,10656.371704559999,1514592000
12390.53,13703.0,14050.0,12200.0,8478.345241100002,1514678400
13704.0,13319.0,13800.0,12749.87,6817.735616659999,1514764800
13309.57,14651.93,15255.02,12968.06,8099.52185263,1514851200
14655.71,14984.01,15277.02,14077.0,6973.01534698,1514937600
14984.0,15177.1,15280.0,14118.0,7703.491710340001,1515024000
15177.07,17048.77,17157.48,14790.0,8811.706862809999,1515110400
17048.77,17000.0,17150.0,16115.0,8280.55283042,1515196800
17000.0,16250.0,17015.1,15748.22,6843.769911799999,1515283200
16247.76,14883.1,16331.21,13433.0,11450.981067050003,1515369600
14909.95,14423.97,15351.01,14118.0,8295.012205719999,1515456000
14374.13,14799.75,14844.68,13400.01,9593.275696650002,1515542400
14799.75,13300.27,14886.86,12688.0,11192.189141320001,1515628800
13303.23,13777.0,14050.0,12800.0,7888.649979100001,1515715200
13776.95,14215.29,14545.18,13728.4,8918.01061098,1515801600
14215.29,13489.99,14344.73,12706.12,8401.71573721,1515888000
13490.01,13499.99,14196.0,13100.0,8737.940867300003,1515974400
13499.99,10915.94,13520.0,9400.0,18809.52519208,1516060800
10915.99,10909.95,11273.95,9100.0,20927.92588445,1516147200
10862.11,11055.0,11790.0,10517.0,15030.413140419998,1516233600
11055.05,11513.64,11888.0,10592.0,9940.226571860005,1516320000
11513.64,12758.27,12980.0,11458.15,9592.3150451,1516406400
12758.28,11500.0,12780.0,11018.0,9214.220203469999,1516492800
11500.0,10801.0,11865.0,10022.0,9995.535883309998,1516579200
10801.0,10795.9,11350.0,10000.0,9858.221765580001,1516665600
10785.98,11336.46,11490.2,10350.0,13164.414145210001,1516752000
11336.46,11186.5,12000.0,11000.0,11361.833207640004,1516838400
11186.5,11100.0,11672.49,10368.06,14005.475984309996,1516924800
11100.0,11423.11,11600.0,10849.98,8242.05861326,1517011200
11423.11,11839.68,12274.25,11358.0,8391.76440939,1517097600
11839.47,11254.52,11937.0,11115.15,6829.933949500001,1517184000
11263.62,10200.05,11269.92,9910.0,9757.388656130002,1517270400
10190.04,10256.13,10407.49,9699.99,12711.749099910001,1517356800
10255.0,9268.88,10300.31,8866.27,21188.254592140005,1517443200
9268.88,8896.81,9313.61,8028.0,28050.328256560002,1517529600
8896.86,9195.94,9495.0,8250.0,15938.24380549,1517616000
9195.84,8180.39,9367.12,7962.0,16547.25922484,1517702400
8198.69,6920.13,8360.0,6611.1,29487.63834698,1517788800
6920.13,7673.0,7922.0,6051.19,43650.025314779996,1517875200
7673.0,7600.61,8525.0,7180.0,24564.843738949996,1517961600
7615.82,8256.18,8650.0,7595.01,14625.220774329999,1518048000
8258.89,8685.33,8709.95,7738.61,12798.036544110002,1518134400
8685.34,8548.01,9044.0,8166.0,12800.046892309998,1518220800
8548.41,8071.38,8550.0,7828.22,11970.435791959999,1518307200
8072.95,8893.73,8960.09,8070.36,10762.936639889997,1518393600
8893.73,8530.32,8931.03,8366.0,9524.253204989998,1518480000
8532.59,9417.0,9464.0,8528.05,10509.53948091,1518566400
9416.0,10025.69,10190.45,9302.0,12361.342605009997,1518652800
10025.69,10164.28,10297.69,9632.1,9965.467247879998,1518739200
10164.34,11050.11,11071.0,10042.85,12723.072957049997,1518825600
11050.23,10389.52,11269.9,10088.0,14466.78772322,1518912000
10387.73,11150.0,11268.8,10311.15,10949.94089852,1518998400
11147.77,11219.17,11785.0,11120.0,11475.987264059999,1519084800
11210.7,10440.0,11280.21,10233.0,14755.74917757,1519171200
10458.52,9825.0,10911.0,9701.0,16569.648420729998,1519257600
9820.81,10154.72,10420.0,9568.0,15234.459709989997,1519344000
10153.04,9678.95,10500.0,9380.0,13708.98087846,1519430400
9681.46,9576.25,9838.26,9280.04,10308.542180389999,1519516800
9576.25,10325.0,10435.0,9350.26,13508.986728119999,1519603200
10325.0,10569.91,10856.98,10130.0,12528.15807765,1519689600
10569.91,10338.45,11067.99,10298.88,14006.134121030002,1519776000
10336.05,10905.64,11050.0,10238.0,14290.723813809998,1519862400
10905.64,11034.48,11207.56,10720.0,13100.77175099,1519948800
11028.54,11462.98,11528.46,11027.98,16111.535007029997,1520035200
11462.98,11525.05,11581.81,11072.1,15185.332624009998,1520121600
11525.0,11471.0,11688.32,11410.0,14208.970148599998,1520208000
11470.0,10735.59,11470.42,10570.0,19247.259128809997,1520294400
10738.81,9878.31,10885.54,9459.5,26018.647862390004,1520380800
9878.01,9287.07,10096.0,9100.0,24972.1160672,1520467200
9285.17,9220.0,9420.0,8324.19,31933.57580152,1520553600
9223.6,8782.25,9476.0,8700.0,20633.12729973,1520640000
8766.64,9526.96,9700.0,8455.55,22475.863132609997,1520726400
9520.9,9141.92,9849.32,8800.0,18881.68017126,1520812800
9143.99,9140.39,9467.61,8869.0,15848.207664900001,1520899200
9140.39,8191.0,9330.0,7935.0,23248.307161329994,1520985600
8197.0,8242.26,8449.79,7666.0,23771.31468502,1521072000
8241.96,8259.94,8600.2,7910.0,21306.83119603,1521158400
8255.0,7842.92,8350.0,7730.0,21307.539451550005,1521244800
7841.0,8170.0,8245.0,7318.44,27267.869374340004,1521331200
8170.0,8620.49,8680.0,8105.0,28202.025614000002,1521417600
8620.49,8897.64,9019.9,8300.01,26049.859663990002,1521504000
8895.01,8897.6,9164.8,8765.0,23064.00440157,1521590400
8895.54,8723.69,9095.1,8479.01,17402.80468313,1521676800
8723.95,8897.49,8900.93,8277.05,15562.62428409,1521763200
8896.27,8531.28,9020.0,8490.0,14229.592292159998,1521849600
8531.28,8460.09,8650.0,8360.0,13783.680895419999,1521936000
8457.44,8136.4,8498.3,7850.0,23664.89910084,1522022400
8136.4,7786.29,8211.42,7747.54,20169.75733391,1522108800
7786.3,7948.28,8100.0,7742.0,19731.24639307,1522195200
7948.9,7088.0,8006.0,6916.0,31399.644391839996,1522281600
7088.67,6853.57,7344.0,6613.0,42482.3677844,1522368000
6854.32,6931.15,7200.0,6780.86,27356.0928341,1522454400
6931.15,6814.03,7046.52,6440.0,29299.813263839995,1522540800
6811.6,7053.4,7130.9,6766.64,24749.235945890003,1522627200
7056.76,7405.74,7500.0,7010.0,20516.25459788,1522713600
7403.72,6799.66,7420.0,6707.87,21583.916458819996,1522800000
6799.66,6770.99,6901.0,6499.95,20388.31192333,1522886400
6770.99,6605.17,6845.61,6506.05,13730.91670366,1522972800
6604.68,6899.9,7066.0,6588.24,14098.41495348,1523059200
6904.95,7019.25,7099.0,6895.15,8947.291127889997,1523145600
7019.72,6773.69,7179.99,6623.0,18994.98526853,1523232000
6773.64,6834.51,6881.0,6655.0,13591.91521365,1523318400
6834.46,6955.38,6984.99,6789.97,12897.04193497,1523404800
6955.38,7924.6,7980.0,6759.0,35433.07617598,1523491200
7924.6,7873.74,8230.0,7735.84,29255.530020150007,1523577600
7873.74,8000.0,8172.87,7818.88,18252.052005799997,1523664000
8000.0,8344.0,8408.88,8000.0,16919.92710685,1523750400
8344.0,8064.42,8399.12,7880.0,23323.212657750006,1523836800
8064.43,7891.44,8159.87,7836.95,17093.325875149996,1523923200
7891.44,8168.31,8228.56,7860.0,17600.01632818,1524009600
8168.32,8283.46,8295.0,8104.0,14172.846317590003,1524096000
8285.0,8858.81,8920.0,8190.0,23322.75852382,1524182400
8858.8,8920.0,9032.96,8600.0,21084.556012740006,1524268800
8917.93,8792.67,9030.0,8749.9,20971.216610249998,1524355200
8794.99,8941.19,8986.0,8768.15,18258.10190268,1524441600
8941.19,9640.0,9728.95,8913.3,25270.59532188,1524528000
9635.98,8871.89,9750.0,8777.39,39580.36330705999,1524614400
8869.68,9278.17,9300.0,8657.0,26027.520994920003,1524700800
9278.17,8928.12,9377.72,8909.99,17310.6722158,1524787200
8930.0,9355.34,9433.87,8871.96,16909.7846634,1524873600
9352.83,9419.17,9640.0,9159.69,21726.810035370003,1524960000
9419.17,9243.64,9456.0,9101.0,13774.88369304,1525046400
9243.58,9067.86,9243.58,8830.0,13719.204705220001,1525132800
9071.49,9267.12,9302.43,8985.52,13864.560825319997,1525219200
9270.31,9746.89,9840.0,9151.95,19519.659129270003,1525305600
9746.89,9713.86,9825.88,9535.0,13693.152878960002,1525392000
9713.85,9869.6,10005.5,9688.0,16366.85530925,1525478400
9869.6,9656.67,9975.0,9436.78,15409.838128910002,1525564800
9656.67,9369.99,9686.31,9189.0,15502.670576709997,1525651200
9368.93,9183.7,9480.09,9070.0,14168.684297199998,1525737600
9183.7,9318.92,9371.4,8975.18,12656.84461808,1525824000
9318.92,9017.22,9400.92,9000.01,15212.308589169996,1525910400
9017.22,8398.15,9017.64,8338.48,21503.840403500002,1525996800
8398.15,8475.54,8630.0,8056.0,21488.245513359994,1526083200
8475.54,8676.89,8745.15,8306.73,13936.86191064,1526169600
8676.89,8662.0,8877.5,8278.79,19300.42423024,1526256000
8662.0,8465.57,8851.14,8414.81,16972.36069796,1526342400
8465.55,8330.71,8491.79,8089.67,19129.886341010002,1526428800
8330.71,8061.01,8470.95,8008.0,15288.940896389999,1526515200
8061.01,8236.0,8285.0,7892.53,14922.301105870003,1526601600
8236.0,8233.04,8388.0,8130.07,10251.751910550001,1526688000
8233.03,8532.43,8588.0,8166.74,11279.097570060001,1526774400
8530.99,8383.42,8575.0,8315.0,12877.693576769998,1526860800
8383.42,7979.13,8400.0,7940.0,15637.985258349996,1526947200
7974.5,7498.69,8020.33,7420.0,19400.824475180005,1527033600
7498.77,7578.08,7770.0,7265.0,21796.4377003,1527120000
7575.56,7460.65,7654.31,7327.0,14658.52280496,1527206400
7460.65,7339.72,7618.0,7300.0,11235.296652480001,1527292800
7340.0,7349.45,7400.0,7238.46,11262.98153509,1527379200
7349.42,7095.56,7431.12,7063.47,18723.93582777,1527465600
7095.51,7461.45,7529.89,7038.08,20262.524985300002,1527552000
7460.65,7385.58,7564.66,7258.0,14729.14320808,1527638400
7385.26,7494.18,7615.35,7335.35,17559.551125209997,1527724800
7494.18,7516.0,7599.51,7364.14,14660.472892569996,1527811200
7516.0,7637.87,7700.0,7450.3,13652.836597589998,1527897600
7637.88,7717.42,7775.09,7600.0,14988.023058120001,1527984000
7717.43,7481.94,7763.86,7451.35,20495.058743409998,1528070400
7482.58,7622.3,7672.95,7350.0,21715.5730222,1528156800
7622.3,7653.56,7694.58,7482.77,18297.433273979997,1528243200
7653.55,7687.62,7775.0,7630.0,15540.780140189998,1528329600
7687.65,7606.83,7702.02,7536.42,12547.6147873,1528416000
7606.83,7488.06,7686.08,7399.95,15236.6414794,1528502400
7487.8,6761.53,7488.21,6639.16,27773.16305684,1528588800
6759.94,6869.96,6904.34,6623.61,14237.905883729998,1528675200
6869.96,6538.98,6915.0,6450.0,13726.37044297,1528761600
6538.98,6296.84,6624.56,6127.3,18422.040739289998,1528848000
6296.84,6639.81,6700.0,6262.34,15156.152063529998,1528934400
6639.96,6385.88,6656.2,6353.49,12560.438682000002,1529020800
6382.88,6485.0,6544.86,6328.16,7834.1740856000015,1529107200
6484.98,6446.75,6594.0,6416.57,8106.714196359999,1529193600
6446.48,6706.31,6794.03,6380.58,10636.682426150002,1529280000
6706.37,6738.17,6833.23,6650.0,9454.89098743,1529366400
6741.38,6760.38,6808.75,6555.6,9026.501050570001,1529452800
6759.97,6716.65,6791.15,6675.85,6597.6191511100005,1529539200
6716.6,6044.38,6729.55,5928.51,19791.34045438,1529625600
6044.38,6152.93,6257.65,6000.0,9798.2854669,1529712000
6153.54,6140.4,6273.13,5760.0,17337.343161790002,1529798400
6140.4,6249.08,6334.97,6082.97,12827.51840369,1529884800
6248.7,6065.99,6269.99,6043.7,9157.2813038,1529971200
6066.22,6137.0,6190.91,6001.0,10420.721037640002,1530057600
6137.5,5851.75,6168.54,5817.45,9277.42599461,1530144000
5851.74,6199.41,6294.55,5800.0,9852.6912453,1530230400
6199.32,6393.76,6515.55,6190.82,12373.840333549999,1530316800
6393.44,6355.84,6450.0,6258.0,6364.71799374,1530403200
6355.43,6614.45,6683.55,6269.31,11863.66299558,1530489600
6614.63,6512.18,6679.95,6466.17,10803.226752660003,1530576000
6512.23,6592.34,6799.0,6415.14,12520.583173160001,1530662400
6592.34,6536.07,6700.0,6460.0,14807.5755389,1530748800
6536.12,6609.03,6637.35,6440.11,11978.139404079999,1530835200
6608.06,6756.0,6800.0,6500.0,9365.70801486,1530921600
6755.8,6705.21,6783.8,6675.93,9338.958422939999,1531008000
6705.72,6660.09,6798.87,6628.23,9418.44666383,1531094400
6660.1,6296.88,6677.96,6270.0,16021.971332520001,1531180800
6297.48,6374.98,6400.28,6270.0,13756.869389829999,1531267200
6374.98,6244.75,6374.98,6078.05,13611.93424264,1531353600
6244.75,6217.03,6337.25,6127.0,10757.628747799998,1531440000
6216.98,6253.63,6324.0,6180.0,6542.39721028,1531526400
6253.63,6354.88,6400.18,6230.45,10348.45547995,1531612800
6355.2,6725.16,6744.68,6333.11,12640.233277050002,1531699200
6725.25,7313.31,7455.0,6657.45,19999.67081812,1531785600
7313.36,7380.11,7588.0,7240.1,21709.81500559,1531872000
7379.57,7470.83,7558.0,7280.0,15628.000457459997,1531958400
7470.83,7337.0,7699.0,7281.0,18213.288337920003,1532044800
7337.0,7398.47,7457.3,7214.92,9367.748748670001,1532131200
7398.47,7400.75,7572.12,7339.92,11115.884726530001,1532217600
7400.01,7722.05,7808.0,7373.15,18567.19258528,1532304000
7722.15,8402.37,8487.3,7690.0,30572.292539359994,1532390400
8402.37,8175.38,8487.12,8055.51,22562.725680879994,1532476800
8175.42,7932.71,8313.08,7850.0,15525.57741423,1532563200
7932.08,8184.03,8278.0,7800.0,16809.196798160003,1532649600
8184.05,8229.6,8254.29,8006.01,8411.841939399998,1532736000
8229.08,8214.91,8295.0,8119.26,9626.308563379998,1532822400
8214.56,8173.71,8275.0,7860.84,17932.39415269,1532908800
8173.71,7732.19,8176.42,7644.01,30656.774219780003,1532995200
7732.19,7598.87,7752.0,7440.0,28964.959208430006,1533081600
7599.78,7526.54,7698.92,7460.0,19307.677401499997,1533168000
7526.3,7417.29,7534.65,7270.0,22307.996526659997,1533254400
7417.47,7008.89,7503.31,6934.0,23251.842615269998,1533340800
7008.95,7023.78,7088.0,6888.0,16217.957281109999,1533427200
7023.52,6937.75,7150.0,6850.0,15735.115723979996,1533513600
6937.77,6721.96,7145.0,6677.0,21959.576266819993,1533600000
6721.96,6281.51,6760.0,6125.06,25650.334988439998,1533686400
6281.5,6528.6,6616.0,6184.71,20420.14145548,1533772800
6529.24,6145.78,6571.38,6000.0,22428.273755770002,1533859200
6143.23,6223.65,6474.29,5980.0,20003.41073864,1533945600
6223.65,6305.61,6450.0,6145.05,18435.89388689,1534032000
6305.56,6249.91,6533.39,6150.0,21189.44313728,1534118400
6249.9,6186.51,6249.99,5884.15,22297.90045765,1534204800
6187.12,6267.36,6586.72,6180.2,27425.13368051,1534291200
6268.64,6316.24,6468.0,6210.0,25202.60243786,1534377600
6317.1,6581.93,6582.89,6291.14,25893.988489730003,1534464000
6582.55,6391.2,6617.0,6300.0,22989.88342763,1534550400
6389.48,6477.02,6540.0,6302.0,14908.581970999998,1534636800
6478.15,6256.87,6523.66,6230.0,16151.4588711,1534723200
6253.61,6480.75,6495.0,6240.43,12860.34486061,1534809600
6480.62,6361.57,6888.88,6250.0,26436.33587084,1534896000
6362.87,6525.39,6559.99,6346.48,22176.267919290003,1534982400
6523.95,6683.63,6719.0,6456.69,35253.29380957,1535068800
6683.47,6734.01,6781.02,6656.99,14450.815965590002,1535155200
6734.48,6701.86,6777.15,6570.0,14182.377643810003,1535241600
6701.86,6909.23,6948.81,6645.56,16205.974689550001,1535328000
6909.07,7079.77,7127.0,6867.45,18105.44481884,1535414400
7078.81,7034.02,7135.0,6923.0,18318.123840530003,1535500800
7035.13,6984.04,7064.1,6805.0,18237.534685160004,1535587200
6984.04,7011.08,7089.34,6876.77,19801.7626718,1535673600
7011.55,7200.86,7274.76,7011.01,19138.43390263,1535760000
7200.17,7303.14,7341.82,7130.0,20401.372184689997,1535846400
7302.94,7262.91,7336.2,7198.0,18580.25589327,1535932800
7262.91,7360.26,7418.0,7240.06,19442.814841020005,1536019200
7360.26,6694.48,7400.0,6679.86,26564.40532179,1536105600
6697.15,6515.63,6727.7,6300.0,35433.07130905001,1536192000
6515.63,6399.95,6539.46,6318.15,23557.88178081,1536278400
6400.27,6183.98,6480.0,6120.0,25095.2661568,1536364800
6183.98,6249.05,6449.0,6144.44,18518.272315230002,1536451200
6250.67,6313.89,6381.0,6226.0,16078.583814990003,1536537600
6313.9,6291.94,6397.74,6172.0,21424.78116149,1536624000
6291.94,6338.54,6355.0,6200.0,18110.435770480002,1536710400
6337.16,6489.42,6528.0,6337.02,18137.116763390004,1536796800
6490.41,6480.23,6584.04,6388.0,16312.65832207,1536883200
6476.01,6517.61,6563.15,6468.0,10419.633061339999,1536969600
6517.57,6501.77,6520.8,6375.15,11236.219842019998,1537056000
6501.74,6251.19,6534.14,6213.09,15480.76902438,1537142400
6252.8,6336.47,6398.0,6222.0,14679.08494451,1537228800
6333.03,6390.47,6518.67,6121.83,14610.591741719998,1537315200
6390.56,6493.02,6533.96,6338.13,13268.612207029997,1537401600
6490.0,6762.56,6798.5,6490.0,23979.814407560003,1537488000
6763.09,6721.55,6839.25,6633.9,9653.943953189999,1537574400
6722.05,6707.22,6785.0,6667.26,8960.018886290001,1537660800
6707.22,6582.42,6727.47,6550.0,9519.41702332,1537747200
6582.42,6442.88,6584.37,6331.0,13642.514212500007,1537833600
6442.91,6464.88,6560.05,6383.45,9253.276072440001,1537920000
6464.88,6687.94,6740.0,6435.94,10645.65391808,1538006400
6688.0,6637.71,6800.0,6545.24,15323.96123201,1538092800
6637.03,6599.02,6638.16,6467.85,9254.265812590002,1538179200
6598.33,6626.79,6664.99,6536.9,7733.511225959999,1538265600
6624.04,6608.63,6664.0,6503.56,7289.805508440001,1538352000
6606.71,6531.88,6640.0,6480.0,6619.66930195,1538438400
6531.23,6506.83,6548.95,6433.0,6725.106837919999,1538524800
6506.44,6591.99,6642.84,6501.53,7007.809491760001,1538611200
6592.97,6635.86,6688.0,6547.72,6760.0766313899985,1538697600
6635.4,6595.71,6647.38,6566.24,5460.64063953,1538784000
6595.06,6613.62,6640.0,6538.0,5775.22920356,1538870400
6613.34,6669.33,6704.43,6587.97,8681.12621228,1538956800
6669.33,6657.26,6680.87,6600.0,6491.40040251,1539043200
6656.48,6628.49,6656.93,6530.0,8305.462286060001,1539129600
6628.48,6251.96,6628.48,6212.43,17631.86610333,1539216000
6253.14,6295.51,6357.08,6208.51,9613.347761270003,1539302400
6295.51,6330.02,6336.13,6270.0,6091.78371871,1539388800
6330.01,6339.35,6410.0,6308.6,7216.77791599,1539475200
6340.46,6752.83,7591.0,6306.22,42055.35052663001,1539561600
6752.83,6760.59,6899.99,6680.01,9257.59796576,1539648000
6759.58,6740.04,6804.22,6676.34,22044.05584585,1539734400
6738.77,6617.87,6795.0,6569.93,15503.885767009997,1539820800
6618.53,6526.81,6644.35,6521.74,19661.834014460004,1539907200
6526.81,6585.35,6614.62,6500.0,16867.58221567,1539993600
6585.35,6595.65,6661.01,6567.55,11533.605532360001,1540080000
6595.65,6578.7,6634.61,6542.6,13071.907216440002,1540166400
6578.69,6552.43,6593.0,6520.0,13838.657179169999,1540252800
6552.44,6565.1,6625.03,6542.75,10872.084834939998,1540339200
6565.09,6528.01,6574.55,6502.0,12095.25893702,1540425600
6528.01,6538.09,6600.0,6502.0,11204.44802496,1540512000
6538.08,6507.68,6556.82,6481.0,8588.695024400002,1540598400
6507.66,6489.87,6513.15,6464.36,8924.71308233,1540684800
6489.89,6344.97,6507.4,6314.99,15920.20596359,1540771200
6344.97,6331.99,6388.5,6320.0,12709.496911999999,1540857600
6331.99,6370.54,6422.59,6250.0,14216.927460280001,1540944000
6370.54,6409.84,6435.0,6355.0,11308.00449698,1541030400
6409.85,6431.1,6460.0,6390.01,12201.47860103,1541116800
6430.94,6389.22,6447.04,6340.0,14221.461397879999,1541203200
6389.22,6484.04,6520.0,6359.21,16568.41856649,1541289600
6484.84,6468.78,6500.0,6437.0,19982.7769303,1541376000
6468.78,6515.7,6525.0,6445.67,21079.119557949998,1541462400
6515.62,6578.18,6620.0,6512.0,22727.77347691,1541548800
6578.18,6479.09,6590.76,6470.0,23207.009472890004,1541635200
6479.1,6416.82,6511.37,6392.15,21698.139920019996,1541721600
6417.27,6430.87,6470.19,6414.41,19276.11326696,1541808000
6431.0,6452.43,6461.48,6358.0,16618.85319494,1541894400
6452.41,6450.51,6485.5,6418.38,10967.589860639999,1541980800
6450.51,6460.56,6498.2,6393.55,11284.54872911,1542067200
6460.53,5918.74,6487.62,5670.0,40971.96713058,1542153600
5918.01,5754.55,5989.17,5400.0,40374.33729456,1542240000
5754.55,5647.76,5779.04,5550.0,23516.864181410005,1542326400
5647.36,5627.66,5657.38,5565.08,19345.276683809996,1542412800
5627.66,5663.99,5737.73,5616.0,19945.038703729995,1542499200
5663.74,4920.92,5664.36,4860.0,40067.08741914,1542585600
4921.52,4563.81,5047.0,4300.0,63229.247141739994,1542672000
4566.89,4662.02,4785.05,4412.0,38801.13942700001,1542758400
4660.56,4371.88,4721.54,4341.96,26326.48875173,1542844800
4368.9,4419.05,4485.0,4222.85,32764.197849819997,1542931200
4419.05,3935.17,4528.03,3817.37,36794.694440880005,1543017600
3935.17,4084.8,4226.01,3652.51,60036.17761545,1543104000
4084.8,3864.66,4200.0,3701.0,55173.16152207,1543190400
3863.7,3875.23,3941.0,3685.0,44195.071174209996,1543276800
3876.85,4263.26,4388.0,3876.39,50630.814091550004,1543363200
4261.57,4293.08,4444.0,4129.07,41103.52048492999,1543449600
4293.5,4040.34,4338.01,3940.34,43097.16818324999,1543536000
4040.34,4191.19,4297.99,3960.0,31844.810572140002,1543622400
4191.19,4158.62,4314.18,4105.0,31990.042205719994,1543708800
4158.62,3885.44,4176.77,3821.17,37757.649694160005,1543795200
3885.44,3951.32,4075.13,3788.0,31239.826847219996,1543881600
3951.11,3768.56,3968.0,3748.0,34957.5406074,1543968000
3768.56,3509.07,3892.5,3500.0,41401.97175029002,1544054400
3509.76,3403.39,3533.96,3224.39,57395.95539727999,1544140800
3403.4,3410.1,3500.0,3279.81,38332.407689479995,1544227200
3410.1,3547.16,3650.0,3395.0,29206.30869836,1544313600
3547.28,3434.19,3607.99,3380.0,32098.251752232674,1544400000
3435.39,3377.06,3458.7,3325.0,31370.85680687678,1544486400
3380.06,3445.46,3492.0,3359.45,32842.160295097514,1544572800
3445.2,3301.56,3454.13,3261.99,31455.071183419863,1544659200
3301.85,3225.07,3339.15,3178.5,35819.961456796205,1544745600
3224.9,3212.8,3262.5,3155.0,27189.797157444904,1544832000
3212.34,3229.36,3290.0,3209.72,29560.457515294904,1544918400
3229.37,3507.51,3584.99,3218.0,43457.80167914229,1545004800
3508.21,3646.99,3669.8,3436.59,41649.67406652722,1545091200
3646.99,3664.74,3913.05,3623.3,57576.87111467413,1545177600
3664.74,4050.92,4117.67,3640.0,64570.977060297795,1545264000
4049.47,3838.86,4138.0,3764.13,49235.23545184384,1545350400
3840.07,3950.01,3975.52,3785.0,30347.268942610805,1545436800
3950.01,3929.89,4020.81,3878.01,33072.81932282324,1545523200
3929.94,4007.51,4199.0,3928.43,48478.78770252312,1545609600
4007.3,3743.83,4017.95,3650.0,42911.529742039405,1545696000
3744.55,3780.36,3830.0,3658.8,38453.797402950004,1545782400
3779.62,3566.59,3812.18,3533.95,35516.0056865,1545868800
